testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,Demographics1[0].index,Demographics1[0].itemText,Demographics1[0].type,Demographics1[0].granularity,Demographics1[0].font,Demographics1[0].markerColor,Demographics1[0].response,Demographics1[0].rt,Demographics1[1].index,Demographics1[1].itemText,Demographics1[1].type,Demographics1[1].granularity,Demographics1[1].font,Demographics1[1].markerColor,Demographics1[1].response,Demographics1[1].rt,Demographics1[2].index,Demographics1[2].itemText,Demographics1[2].type,Demographics1[2].granularity,Demographics1[2].font,Demographics1[2].markerColor,Demographics1[2].response,Demographics1[2].rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,1,What is your age?,choice,None,None,None,None,None,2,What level of education have you completed?,choice,None,None,None,None,None,3,What subject did you study in school? ,choice,None,None,None,None,None,,,,,,,,,,,,,,9,001,2022_Jan_29_1733,InfinityThesisTest5,2021.2.3,60.05548465703414,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5471821379615,None,1,2.192960068990942,2.1929677490261383,0.16111111111111112,-0.31777777777777777,1,0,0,button,0.009854425094090402,None,9,001,2022_Jan_29_1733,InfinityThesisTest5,2021.2.3,60.05548465703414,
