INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,6.5686,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.4254,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,6.2927,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.5619,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.969,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,f,1,1.4371,space,2.4937,0,0,0,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,f,1,1.1049,space,0.7538,0,1,1,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,j,1,1.487,space,0.6848,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,f,1,2.3994,space,0.5944,0,3,3,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,j,1,2.3691,space,0.5509,0,4,4,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,j,1,1.5377,space,0.6222,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,j,1,1.2372,space,0.5665,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,f,1,1.4552,space,0.5787,0,7,7,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,j,1,1.4673,space,0.5053,0,8,8,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,f,1,1.0823,space,0.6013,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.7169,,,,,,,,space,4.1986,f,1,1.1678,,0,0,0,92,1,Dinosaurs are extinct,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2518,,,,,,,,,,f,1,1.3743,,0,1,1,72,1,Mushrooms reproduce,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3512,,,,,,,,,,f,1,1.4679,,0,2,2,57,1,Rocks have a molecular structure,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2812,,,,,,,,,,f,1,1.1518,,0,3,3,33,1,Numbers are infinite,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.5523,,,,,,,,,,j,1,1.1917,,0,4,4,118,1,A horse is used to tell time,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2778,,,,,,,,,,f,1,1.158,,0,5,5,68,1,Algae is alive,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2233,,,,,,,,,,f,1,1.2918,,0,6,6,17,1,Time is infinite,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3171,,,,,,,,,,f,1,2.1846,,0,7,7,31,1,Space can always be further divided,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2204,,,,,,,,,,f,1,1.235,,0,8,8,74,1,Foam is composed of matter,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2861,,,,,,,,,,j,1,1.4244,,0,9,9,66,1,Music has a molecular structure,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,1.2703,,,,,,,,,,f,0,1.3373,,0,10,10,1,1,A minute is infinite,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,,,,,,,,,,,,j,1,1.568,,0,11,11,124,1,The president of the United States is Oprah,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,1.8768,,,,,,,,,,f,1,1.5856,,0,12,12,48,1,Crocodiles are alive,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,1.24,,,,,,,,,,f,1,1.1985,,0,13,13,93,1,Magenta is a color,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,6.6043,,,,,,,,,,f,1,1.641,,0,14,14,77,1,Saliva has a molecular structure,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,4.9369,,,,,,,,,,j,0,1.6648,,0,15,15,53,1,Bricks can be put in a container,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,6.5372,,,,,,,,,,j,0,1.8328,,0,16,16,4,1,A minute cannot go on forever,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,3.2932,,,,,,,,,,j,1,1.3002,,0,17,17,123,1,Mississippi is a country,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,6.7097,,,,,,,,,,j,1,1.5752,,0,18,18,9,1,An inch is infinite,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,2.844,,,,,,,,,,f,1,1.5672,,0,19,19,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,1.421,,,,,,,,,,j,1,1.2359,,0,20,20,36,1,Numbers cannot go on forever,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.4249,,,,,,,,,,f,0,1.4006,,0,21,21,59,1,Comets are alive,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,2.4911,,,,,,,,,,f,1,2.4336,,0,22,22,29,1,Space can go on forever,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,3.7206,,,,,,,,,,j,1,1.4561,,0,23,23,122,1,The Earth is a star,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,3.5721,,,,,,,,,,f,1,1.4043,,0,24,24,104,1,The United States has a president,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.6843,,,,,,,,,,j,1,1.8879,,0,25,25,63,1,Color can be put in a container,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3708,,,,,,,,,,f,1,1.2075,,0,26,26,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2536,,,,,,,,,,f,1,0.6944,,0,27,27,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3377,,,,,,,,,,j,1,1.4845,,0,28,28,117,1,Dolphins cannot swim in the ocean,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2851,,,,,,,,,,f,1,0.8156,,0,29,29,52,1,Frogs reproduce,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.259,,,,,,,,,,f,1,1.7039,,0,30,30,42,1,The number five has an end,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.244,,,,,,,,,,j,1,2.6398,,0,31,31,32,1,Numbers are finite,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2394,,,,,,,,,,j,1,1.5845,,0,32,32,43,1,The number five is endless,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2693,,,,,,,,,,f,1,1.1925,,0,33,33,105,1,There are fifty states in the United States,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.202,,,,,,,,,,j,1,1.1179,,0,34,34,78,1,Hammers are alive,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2923,,,,,,,,,,f,1,0.8872,,0,35,35,98,1,A clock is used to tell time,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.2259,,,,,,,,,,j,1,0.8705,,0,36,36,16,1,Time is finite,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3238,,,,,,,,,,f,1,1.3001,,0,37,37,15,1,An inch can be always further divided,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.3815,,,,,,,,,,f,1,0.989,,0,38,38,10,1,An inch has an end,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.6691,,,,,,,,,,f,1,0.2345,,0,39,39,100,1,A truck is a vehicle,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.6001,,,,,,,,,,f,1,0.2019,space,0,40,40,88,1,This sentence is written in English,f,0.0407,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,1.4183,,,,,,,,,,j,0,0.2825,,0,41,41,69,1,Bacteria are alive,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.4194,,,,,,,,,,f,0,0.2832,,0,42,42,64,1,Echoes are composed of matter,j,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.6182,,,,,,,,,,j,0,0.0571,,0,43,43,51,1,Tigers reproduce,f,,
,,,,,,,,6563,2022-04-06_20h17.10.675,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,59.96282305,,,,space,0.4835,,,,,,,,,,j,0,0.0899,,0,44,44,96,1,Fish can swim in the ocean,f,,
