FastInstructions,Statement,Correct,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,11.755870677065104,None,e,0.5876926479395479,13.721897723036818,None,,,,,,,,,,,,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",,,0,1,1,1,,,,,14.372360930079594,None,e,0.6929249770473689,16.355504955979995,None,,,,,,,,,,,,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,17.087950860033743,None,e,0.4776092020329088,19.072655232972465,None,,,,,,,,,,,,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,A minute is infinite,i,,,,,0,0,0,0,,,,,,,19.621668986976147,20.121654516085982,20.10578866302967,None,i,1,1.238361838972196,20.10578866302967,None,None,None,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,Time  goes on forever,e,,,,,0,1,1,2,,,,,,,21.389337777975015,21.888484625029378,21.87215474504046,None,e,1,0.7118957380298525,21.87215474504046,None,None,None,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,An inch cannot go on forever,e,,,,,0,2,2,4,,,,,,,22.62226501305122,23.121577364974655,23.088990331976674,None,e,1,4.44627587206196,23.088990331976674,None,26.105478267685974,None,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,Numbers are finite,i,,,,,0,3,3,3,,,,,,,27.55694720102474,28.072554573998787,28.039176795980893,None,i,1,3.3915373139316216,28.039176795980893,None,31.039757039782124,None,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,Space has an end,i,,,,,0,4,4,1,,,,,,,31.457407286041416,31.972396932076663,31.95339579298161,None,i,1,1.218324766959995,31.95339579298161,None,None,None,,,,,,,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.20585729600862,None,e,0.6316989719634876,33.20585729600862,None,1115,001,2021_Nov_21_1228,InfinityThesisTest5,2021.2.3,59.706573860749195,
