FastInstructions,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,Instr1.started,Instr1.stopped,INSTRESP.keys,INSTRESP.rt,INSTRESP.started,INSTRESP.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,16.496677714996622,None,space,1.2916634779976448,16.496677714996622,None,,,,,,,10,2022_Feb_21_1357,SCThesis2022Fast,2021.2.3,60.05385269573929,
"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",0,0,0,0,,,,,,,17.89672570100811,None,space,0.4177893669984769,17.89672570100811,None,10,2022_Feb_21_1357,SCThesis2022Fast,2021.2.3,60.05385269573929,
"Each statement will appear on your screen for up to 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",0,1,1,1,,,,,,,18.396780523005873,None,space,0.2975757339881966,18.396780523005873,None,10,2022_Feb_21_1357,SCThesis2022Fast,2021.2.3,60.05385269573929,
"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",0,2,2,2,,,,,,,18.746132123007555,None,space,0.2720770929881837,18.746132123007555,None,10,2022_Feb_21_1357,SCThesis2022Fast,2021.2.3,60.05385269573929,
"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",0,3,3,3,,,,,,,19.063107944995863,None,space,0.22420607700769324,19.063107944995863,None,10,2022_Feb_21_1357,SCThesis2022Fast,2021.2.3,60.05385269573929,
