FastInstructions,Statement,Correct,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,13.099628175026737,None,e,1.8297460259636864,15.0656235110946,None,,,,,,,,,,,,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",,,0,1,1,1,,,,,16.950113728060387,None,e,3.39479080401361,18.93308899505064,None,,,,,,,,,,,,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,22.38317302206997,None,e,1.6468754819361493,24.350249289069325,None,,,,,,,,,,,,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,A minute is infinite,i,,,,,0,0,0,0,,,,,,,26.049172406084836,26.54960008605849,26.533318737056106,None,i,1,2.78404421498999,26.533318737056106,None,None,None,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,Time  goes on forever,e,,,,,0,1,1,2,,,,,,,29.35033787006978,29.8506979070371,29.834596807020716,None,e,1,0.898600344080478,29.834596807020716,None,None,None,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,Space has an end,i,,,,,0,2,2,1,,,,,,,30.767706533079036,31.267493637045845,31.251374580082484,None,i,1,1.0393158829538152,31.251374580082484,None,None,None,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,An inch cannot go on forever,e,,,,,0,3,3,4,,,,,,,32.31767232506536,32.834171798080206,32.79996870807372,None,e,1,1.6077430659206584,32.79996870807372,None,None,None,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,Numbers are finite,i,,,,,0,4,4,3,,,,,,,34.45159416203387,34.96807332499884,34.91771082300693,None,i,1,1.2298128169495612,34.91771082300693,None,None,None,,,,,,,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18432779004797,None,e,0.5590528399916366,36.18432779004797,None,1114,001,2021_Nov_21_1227,InfinityThesisTest5,2021.2.3,60.078412297065604,
