Statement,Correct,n,Fasttext.started_mean,Fasttext.started_raw,Fasttext.started_std,Fasttext.stopped_raw,Timer.started_raw,Timer.stopped_raw,fixcross.started_mean,fixcross.started_raw,fixcross.started_std,fixcross.stopped_mean,fixcross.stopped_raw,fixcross.stopped_std,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.started_std,key_resp.stopped_raw,order
Grass needs nutrients,e,1.0,259.9034729003906,259.9034729003906,0.0,264.90349684201647,262.9040696213953,,259.4212951660156,259.4212951660156,0.0,259.88726806640625,259.88726806640625,0.0,0.0,0.0,0.0,,,,,259.9034729003906,259.9034729003906,0.0,,89.0
Oaks reproduce,e,1.0,207.23377990722656,207.23377990722656,0.0,,210.23373538539744,,206.7491912841797,206.7491912841797,0.0,207.19920349121094,207.19920349121094,0.0,1.0,1.0,0.0,'e',3.423823833465576,3.423823833465576,0.0,207.23377990722656,207.23377990722656,0.0,,70.0
Mushrooms reproduce,e,1.0,78.92449188232422,78.92449188232422,0.0,,,,78.44097137451172,78.44097137451172,0.0,78.8909912109375,78.8909912109375,0.0,1.0,1.0,0.0,'e',1.5910967588424683,1.5910967588424683,0.0,78.92449188232422,78.92449188232422,0.0,,15.0
Bubbles can be put in a container,e,1.0,301.72247314453125,301.72247314453125,0.0,,,,301.2402648925781,301.2402648925781,0.0,301.6897888183594,301.6897888183594,0.0,1.0,1.0,0.0,'e',1.796202301979065,1.796202301979065,0.0,301.72247314453125,301.72247314453125,0.0,,101.0
Foam are composed of matter,e,1.0,252.2033233642578,252.2033233642578,0.0,257.20307888207026,255.20363509228918,,251.72052001953125,251.72052001953125,0.0,252.169677734375,252.169677734375,0.0,0.0,0.0,0.0,,,,,252.2033233642578,252.2033233642578,0.0,251.72051550506148,87.0
Frost is composed of matter,e,1.0,61.68993377685547,61.68993377685547,0.0,,,,61.205726623535156,61.205726623535156,0.0,61.656768798828125,61.656768798828125,0.0,1.0,1.0,0.0,'e',1.5517343282699585,1.5517343282699585,0.0,61.68993377685547,61.68993377685547,0.0,,9.0
Pollen has a molecular structure,e,1.0,217.41761779785156,217.41761779785156,0.0,,,,216.93374633789062,216.93374633789062,0.0,217.38418579101562,217.38418579101562,0.0,1.0,1.0,0.0,'e',2.7574069499969482,2.7574069499969482,0.0,217.41761779785156,217.41761779785156,0.0,,74.0
Saliva has a molecular structure,e,1.0,314.4405517578125,314.4405517578125,0.0,,,,313.9580993652344,313.9580993652344,0.0,314.40692138671875,314.40692138671875,0.0,1.0,1.0,0.0,'e',1.3844056129455566,1.3844056129455566,0.0,314.4405517578125,314.4405517578125,0.0,,105.0
Hammers are alive,i,1.0,76.57373046875,76.57373046875,0.0,,,,76.0902099609375,76.0902099609375,0.0,76.54080200195312,76.54080200195312,0.0,1.0,1.0,0.0,'i',1.835972547531128,1.835972547531128,0.0,76.57373046875,76.57373046875,0.0,,14.0
Forks are alive,i,1.0,204.04920959472656,204.04920959472656,0.0,,,,203.56642150878906,203.56642150878906,0.0,204.01589965820312,204.01589965820312,0.0,1.0,1.0,0.0,'i',1.0467044115066528,1.0467044115066528,0.0,204.04920959472656,204.04920959472656,0.0,,68.0
Mittens need nutrients,i,1.0,50.905887603759766,50.905887603759766,0.0,,,,50.42314147949219,50.42314147949219,0.0,50.87256622314453,50.87256622314453,0.0,1.0,1.0,0.0,'i',1.2317944765090942,1.2317944765090942,0.0,50.905887603759766,50.905887603759766,0.0,,4.0
Tables reproduce,i,1.0,176.56460571289062,176.56460571289062,0.0,,,,176.0812225341797,176.0812225341797,0.0,176.5313262939453,176.5313262939453,0.0,1.0,1.0,0.0,'i',1.0740410089492798,1.0740410089492798,0.0,176.56460571289062,176.56460571289062,0.0,,57.0
Stones reproduce,i,1.0,224.76873779296875,224.76873779296875,0.0,,227.76772956135682,,224.28407287597656,224.28407287597656,0.0,224.73489379882812,224.73489379882812,0.0,1.0,1.0,0.0,'i',3.216693639755249,3.216693639755249,0.0,224.76873779296875,224.76873779296875,0.0,,77.0
Songs can be put in a container,i,1.0,115.71053314208984,115.71053314208984,0.0,,,,115.22618103027344,115.22618103027344,0.0,115.67691040039062,115.67691040039062,0.0,1.0,1.0,0.0,'i',1.3277523517608643,1.3277523517608643,0.0,115.71053314208984,115.71053314208984,0.0,,30.0
Stories are composed of matter,i,1.0,106.39285278320312,106.39285278320312,0.0,,,,105.91033172607422,105.91033172607422,0.0,106.36028289794922,106.36028289794922,0.0,1.0,1.0,0.0,'i',1.5240657329559326,1.5240657329559326,0.0,106.39285278320312,106.39285278320312,0.0,,27.0
Thoughts are composed of matter,i,1.0,418.0815734863281,418.0815734863281,0.0,,421.08222690334077,,417.5982666015625,417.5982666015625,0.0,418.0476379394531,418.0476379394531,0.0,1.0,1.0,0.0,'i',3.6124868392944336,3.6124868392944336,0.0,418.0815734863281,418.0815734863281,0.0,,142.0
Words have a molecular structure,i,1.0,192.0487518310547,192.0487518310547,0.0,,195.0495268303668,,191.5659942626953,191.5659942626953,0.0,192.0153350830078,192.0153350830078,0.0,1.0,1.0,0.0,'i',3.1958999633789062,3.1958999633789062,0.0,192.0487518310547,192.0487518310547,0.0,,64.0
Dreams have a molecular structure,i,1.0,337.50885009765625,337.50885009765625,0.0,,,,337.025146484375,337.025146484375,0.0,337.4758605957031,337.4758605957031,0.0,1.0,1.0,0.0,'i',0.9976292848587036,0.9976292848587036,0.0,337.50885009765625,337.50885009765625,0.0,,112.0
This sentence is written in English,e,1.0,124.24441528320312,124.24441528320312,0.0,,,,123.7613296508789,123.7613296508789,0.0,124.2281494140625,124.2281494140625,0.0,1.0,1.0,0.0,'e',0.883345901966095,0.883345901966095,0.0,124.24441528320312,124.24441528320312,0.0,,34.0
A square is a shape,e,1.0,117.54322052001953,117.54322052001953,0.0,,,,117.06068420410156,117.06068420410156,0.0,117.51068115234375,117.51068115234375,0.0,1.0,1.0,0.0,'e',1.097085952758789,1.097085952758789,0.0,117.54322052001953,117.54322052001953,0.0,,31.0
A triangle is a shape,e,1.0,104.77619171142578,104.77619171142578,0.0,,,,104.29265594482422,104.29265594482422,0.0,104.74282836914062,104.74282836914062,0.0,1.0,1.0,0.0,'e',1.111796498298645,1.111796498298645,0.0,104.77619171142578,104.77619171142578,0.0,,26.0
A circle is a shape,e,1.0,287.82257080078125,287.82257080078125,0.0,,,,287.3389892578125,287.3389892578125,0.0,287.7884521484375,287.7884521484375,0.0,1.0,1.0,0.0,'e',1.4061375856399536,1.4061375856399536,0.0,287.82257080078125,287.82257080078125,0.0,,96.0
Dinosaurs are extinct,e,1.0,240.2692108154297,240.2692108154297,0.0,,,,239.7854766845703,239.7854766845703,0.0,240.23561096191406,240.23561096191406,0.0,0.0,0.0,0.0,'i',1.4275705814361572,1.4275705814361572,0.0,240.2692108154297,240.2692108154297,0.0,,83.0
Magenta is a color,e,1.0,159.09625244140625,159.09625244140625,0.0,,,,158.61355590820312,158.61355590820312,0.0,159.0634307861328,159.0634307861328,0.0,1.0,1.0,0.0,'e',0.9003034234046936,0.9003034234046936,0.0,159.09625244140625,159.09625244140625,0.0,,48.0
Orange is a color,e,1.0,365.6948547363281,365.6948547363281,0.0,,,,365.210693359375,365.210693359375,0.0,365.6611022949219,365.6611022949219,0.0,1.0,1.0,0.0,'e',2.832947015762329,2.832947015762329,0.0,365.6948547363281,365.6948547363281,0.0,,121.0
Yellow is a color,e,1.0,166.99720764160156,166.99720764160156,0.0,,,,166.5145721435547,166.5145721435547,0.0,166.96456909179688,166.96456909179688,0.0,1.0,1.0,0.0,'e',0.9001759886741638,0.9001759886741638,0.0,166.99720764160156,166.99720764160156,0.0,,52.0
Humans can drink water,e,1.0,408.5142517089844,408.5142517089844,0.0,,411.5145794213051,,408.03082275390625,408.03082275390625,0.0,408.4809265136719,408.4809265136719,0.0,0.0,0.0,0.0,'i',2.98838210105896,2.98838210105896,0.0,408.5142517089844,408.5142517089844,0.0,,139.0
Humans can eat food,e,1.0,286.33837890625,286.33837890625,0.0,,,,285.8553161621094,285.8553161621094,0.0,286.30474853515625,286.30474853515625,0.0,1.0,1.0,0.0,'e',0.9554461240768433,0.9554461240768433,0.0,286.33837890625,286.33837890625,0.0,,95.0
A clock is used to tell time,e,1.0,178.148681640625,178.148681640625,0.0,,,,177.66461181640625,177.66461181640625,0.0,178.1146697998047,178.1146697998047,0.0,1.0,1.0,0.0,'e',1.055871605873108,1.055871605873108,0.0,178.148681640625,178.148681640625,0.0,,58.0
A motorcycle is a vehicle,e,1.0,58.27336883544922,58.27336883544922,0.0,,,,57.79046630859375,57.79046630859375,0.0,58.239131927490234,58.239131927490234,0.0,1.0,1.0,0.0,'e',1.1026588678359985,1.1026588678359985,0.0,58.27336883544922,58.27336883544922,0.0,,7.0
A truck is a vehicle,e,1.0,233.135009765625,233.135009765625,0.0,,,,232.65219116210938,232.65219116210938,0.0,233.1023406982422,233.1023406982422,0.0,1.0,1.0,0.0,'e',2.594085216522217,2.594085216522217,0.0,233.135009765625,233.135009765625,0.0,,80.0
Jupiter is in our solar system,e,1.0,422.1987609863281,422.1987609863281,0.0,,425.1985716883093,,421.71533203125,421.71533203125,0.0,422.16497802734375,422.16497802734375,0.0,1.0,1.0,0.0,'e',4.224548816680908,4.224548816680908,0.0,422.1987609863281,422.1987609863281,0.0,,143.0
The Earth is a planet,e,1.0,265.8874206542969,265.8874206542969,0.0,,268.88744186428374,,265.4037780761719,265.4037780761719,0.0,265.8536682128906,265.8536682128906,0.0,1.0,1.0,0.0,'e',3.4902231693267822,3.4902231693267822,0.0,265.8874206542969,265.8874206542969,0.0,265.4037702990463,90.0
The United States is a country,e,1.0,154.39700317382812,154.39700317382812,0.0,,,,153.9130096435547,153.9130096435547,0.0,154.36309814453125,154.36309814453125,0.0,1.0,1.0,0.0,'e',1.053065538406372,1.053065538406372,0.0,154.39700317382812,154.39700317382812,0.0,,46.0
The United States has a president,e,1.0,181.397705078125,181.397705078125,0.0,,,,180.91465759277344,180.91465759277344,0.0,181.365234375,181.365234375,0.0,1.0,1.0,0.0,'e',2.247396469116211,2.247396469116211,0.0,181.397705078125,181.397705078125,0.0,,60.0
There are fifty states in the United States,e,1.0,133.39422607421875,133.39422607421875,0.0,,,,132.91282653808594,132.91282653808594,0.0,133.36209106445312,133.36209106445312,0.0,1.0,1.0,0.0,'e',0.910758912563324,0.910758912563324,0.0,133.39422607421875,133.39422607421875,0.0,,38.0
Humans cannot breathe water,e,1.0,136.4617156982422,136.4617156982422,0.0,,,,135.97769165039062,135.97769165039062,0.0,136.42837524414062,136.42837524414062,0.0,1.0,1.0,0.0,'e',1.4619550704956055,1.4619550704956055,0.0,136.4617156982422,136.4617156982422,0.0,,40.0
A pencil is used to write,e,1.0,374.24462890625,374.24462890625,0.0,,,,373.7623596191406,373.7623596191406,0.0,374.2110900878906,374.2110900878906,0.0,1.0,1.0,0.0,'e',0.9429105520248413,0.9429105520248413,0.0,374.24462890625,374.24462890625,0.0,,124.0
This sentence is written in Spanish,i,1.0,399.1963195800781,399.1963195800781,0.0,,,,398.7135009765625,398.7135009765625,0.0,399.1628723144531,399.1628723144531,0.0,1.0,1.0,0.0,'i',1.0584049224853516,1.0584049224853516,0.0,399.1963195800781,399.1963195800781,0.0,,135.0
A square is a color,i,1.0,205.59889221191406,205.59889221191406,0.0,,,,205.11595153808594,205.11595153808594,0.0,205.56680297851562,205.56680297851562,0.0,1.0,1.0,0.0,'i',1.1299973726272583,1.1299973726272583,0.0,205.59889221191406,205.59889221191406,0.0,,69.0
A triangle is an animal,i,1.0,52.639427185058594,52.639427185058594,0.0,,,,52.15574264526367,52.15574264526367,0.0,52.60580062866211,52.60580062866211,0.0,0.0,0.0,0.0,'e',1.0252788066864014,1.0252788066864014,0.0,52.639427185058594,52.639427185058594,0.0,,5.0
A circle is a flavor,i,1.0,220.68414306640625,220.68414306640625,0.0,,,,220.20098876953125,220.20098876953125,0.0,220.65188598632812,220.65188598632812,0.0,1.0,1.0,0.0,'i',1.1076018810272217,1.1076018810272217,0.0,220.68414306640625,220.68414306640625,0.0,,75.0
Dinosaurs are not extinct,i,1.0,122.64422607421875,122.64422607421875,0.0,,,,122.16127014160156,122.16127014160156,0.0,122.62798309326172,122.62798309326172,0.0,1.0,1.0,0.0,'i',1.0967848300933838,1.0967848300933838,0.0,122.64422607421875,122.64422607421875,0.0,,33.0
Magenta is a shape,i,1.0,168.39761352539062,168.39761352539062,0.0,,,,167.9134521484375,167.9134521484375,0.0,168.36395263671875,168.36395263671875,0.0,1.0,1.0,0.0,'i',2.30033016204834,2.30033016204834,0.0,168.39761352539062,168.39761352539062,0.0,,53.0
Orange is a shape,i,1.0,89.95886993408203,89.95886993408203,0.0,,,,89.47554779052734,89.47554779052734,0.0,89.92489624023438,89.92489624023438,0.0,1.0,1.0,0.0,'i',1.6991398334503174,1.6991398334503174,0.0,89.95886993408203,89.95886993408203,0.0,,20.0
Yellow is an animal,i,1.0,440.34881591796875,440.34881591796875,0.0,,,,439.8830261230469,439.8830261230469,0.0,440.33282470703125,440.33282470703125,0.0,1.0,1.0,0.0,'i',0.9539608955383301,0.9539608955383301,0.0,440.34881591796875,440.34881591796875,0.0,,150.0
Humans can breathe water,i,1.0,393.4964599609375,393.4964599609375,0.0,398.49704298703,396.49593940731137,,393.01239013671875,393.01239013671875,0.0,393.462646484375,393.462646484375,0.0,1.0,1.0,0.0,'i',5.196205139160156,5.196205139160156,0.0,393.4964599609375,393.4964599609375,0.0,,134.0
Humans cannot eat food,i,1.0,174.86465454101562,174.86465454101562,0.0,,,,174.38058471679688,174.38058471679688,0.0,174.8315887451172,174.8315887451172,0.0,1.0,1.0,0.0,'i',1.189095139503479,1.189095139503479,0.0,174.86465454101562,174.86465454101562,0.0,,56.0
A horse is used to tell time,i,1.0,332.1747741699219,332.1747741699219,0.0,,,,331.6924743652344,331.6924743652344,0.0,332.1581726074219,332.1581726074219,0.0,1.0,1.0,0.0,'i',1.8097972869873047,1.8097972869873047,0.0,332.1747741699219,332.1747741699219,0.0,,110.0
A motorcycle is a person,i,1.0,258.18597412109375,258.18597412109375,0.0,,,,257.7034606933594,257.7034606933594,0.0,258.1527099609375,258.1527099609375,0.0,1.0,1.0,0.0,'i',1.213350534439087,1.213350534439087,0.0,258.18597412109375,258.18597412109375,0.0,257.7034462870797,88.0
A truck is an animal,i,1.0,142.19552612304688,142.19552612304688,0.0,,145.1960485973861,,141.71214294433594,141.71214294433594,0.0,142.16221618652344,142.16221618652344,0.0,1.0,1.0,0.0,'i',3.2736704349517822,3.2736704349517822,0.0,142.19552612304688,142.19552612304688,0.0,,43.0
Jupiter is the planet we live on,i,1.0,54.17251205444336,54.17251205444336,0.0,,57.17330783330836,,53.69004821777344,53.69004821777344,0.0,54.13978958129883,54.13978958129883,0.0,1.0,1.0,0.0,'i',3.589839220046997,3.589839220046997,0.0,54.17251205444336,54.17251205444336,0.0,,6.0
The Earth is a star,i,1.0,138.4282684326172,138.4282684326172,0.0,,,,137.94573974609375,137.94573974609375,0.0,138.39576721191406,138.39576721191406,0.0,1.0,1.0,0.0,'i',1.3495253324508667,1.3495253324508667,0.0,138.4282684326172,138.4282684326172,0.0,,41.0
Mississippi is a country,i,1.0,244.56954956054688,244.56954956054688,0.0,,,,244.08534240722656,244.08534240722656,0.0,244.53648376464844,244.53648376464844,0.0,1.0,1.0,0.0,'i',1.140732765197754,1.140732765197754,0.0,244.56954956054688,244.56954956054688,0.0,,85.0
The president of the United States is Oprah,i,1.0,140.2788848876953,140.2788848876953,0.0,,,,139.79591369628906,139.79591369628906,0.0,140.2455291748047,140.2455291748047,0.0,0.0,0.0,0.0,'e',1.4026883840560913,1.4026883840560913,0.0,140.2788848876953,140.2788848876953,0.0,,42.0
There are ninty states in the United States,i,1.0,391.7121276855469,391.7121276855469,0.0,,,,391.2283630371094,391.2283630371094,0.0,391.67919921875,391.67919921875,0.0,1.0,1.0,0.0,'i',1.2691246271133423,1.2691246271133423,0.0,391.7121276855469,391.7121276855469,0.0,,133.0
Humans can breathe water,i,1.0,222.30178833007812,222.30178833007812,0.0,,,,221.8169708251953,221.8169708251953,0.0,222.26759338378906,222.26759338378906,0.0,1.0,1.0,0.0,'i',1.960997223854065,1.960997223854065,0.0,222.30178833007812,222.30178833007812,0.0,,76.0
A rocketship is used to write,i,1.0,59.88972854614258,59.88972854614258,0.0,,,,59.42335510253906,59.42335510253906,0.0,59.87356185913086,59.87356185913086,0.0,1.0,1.0,0.0,'i',1.28215491771698,1.28215491771698,0.0,59.88972854614258,59.88972854614258,0.0,,8.0

extraInfo
participant,12221fast1
session,001
date,2021_Dec_02_1643
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.12194449780064
