Statement,Correct,n,Fasttext.started_mean,Fasttext.started_raw,Fasttext.started_std,Fasttext.stopped_raw,Timer.started_raw,Timer.stopped_raw,fixcross.started_mean,fixcross.started_raw,fixcross.started_std,fixcross.stopped_mean,fixcross.stopped_raw,fixcross.stopped_std,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.started_std,key_resp.stopped_raw,order
Time has an end,i,1.0,377.87786865234375,377.87786865234375,0.0,,,,377.39453125,377.39453125,0.0,377.84503173828125,377.84503173828125,0.0,1.0,1.0,0.0,'i',2.465372323989868,2.465372323989868,0.0,377.87786865234375,377.87786865234375,0.0,,126.0
Time is endless,e,1.0,92.15879821777344,92.15879821777344,0.0,,,,91.69184875488281,91.69184875488281,0.0,92.14216613769531,92.14216613769531,0.0,1.0,1.0,0.0,'e',1.0480586290359497,1.0480586290359497,0.0,92.15879821777344,92.15879821777344,0.0,,21.0
Time cannot go on forever,i,1.0,437.94873046875,437.94873046875,0.0,,,,437.4659423828125,437.4659423828125,0.0,437.9166259765625,437.9166259765625,0.0,1.0,1.0,0.0,'i',1.8888567686080933,1.8888567686080933,0.0,437.94873046875,437.94873046875,0.0,,149.0
Time can go on forever,e,1.0,97.72602081298828,97.72602081298828,0.0,,,,97.24291229248047,97.24291229248047,0.0,97.69172668457031,97.69172668457031,0.0,1.0,1.0,0.0,'e',1.1334425210952759,1.1334425210952759,0.0,97.72602081298828,97.72602081298828,0.0,,23.0
Time cannot be further divided,i,1.0,161.99685668945312,161.99685668945312,0.0,,,,161.51406860351562,161.51406860351562,0.0,161.9634246826172,161.9634246826172,0.0,1.0,1.0,0.0,'i',1.8525046110153198,1.8525046110153198,0.0,161.99685668945312,161.99685668945312,0.0,,50.0
Time can be further divided,e,1.0,354.31024169921875,354.31024169921875,0.0,,,,353.83099365234375,353.83099365234375,0.0,354.29296875,354.29296875,0.0,1.0,1.0,0.0,'e',2.0235543251037598,2.0235543251037598,0.0,354.31024169921875,354.31024169921875,0.0,,118.0
Space is finite,i,1.0,352.07696533203125,352.07696533203125,0.0,,,,351.59326171875,351.59326171875,0.0,352.0440368652344,352.0440368652344,0.0,1.0,1.0,0.0,'i',1.724008560180664,1.724008560180664,0.0,352.07696533203125,352.07696533203125,0.0,,117.0
Space is infinite,e,1.0,326.3750915527344,326.3750915527344,0.0,,,,325.8914794921875,325.8914794921875,0.0,326.3414611816406,326.3414611816406,0.0,1.0,1.0,0.0,'e',1.707592248916626,1.707592248916626,0.0,326.3750915527344,326.3750915527344,0.0,325.8914868410211,108.0
Space has an end,i,1.0,236.23455810546875,236.23455810546875,0.0,,,,235.7515411376953,235.7515411376953,0.0,236.2012939453125,236.2012939453125,0.0,1.0,1.0,0.0,'i',1.52035391330719,1.52035391330719,0.0,236.23455810546875,236.23455810546875,0.0,,81.0
Space is endless,e,1.0,81.02462005615234,81.02462005615234,0.0,,,,80.54121398925781,80.54121398925781,0.0,80.9914779663086,80.9914779663086,0.0,1.0,1.0,0.0,'e',2.2119007110595703,2.2119007110595703,0.0,81.02462005615234,81.02462005615234,0.0,,16.0
Space cannot go on forever,i,1.0,46.13927459716797,46.13927459716797,0.0,,,,45.65555191040039,45.65555191040039,0.0,46.10604476928711,46.10604476928711,0.0,0.0,0.0,0.0,'e',1.4856232404708862,1.4856232404708862,0.0,46.13927459716797,46.13927459716797,0.0,,2.0
Space can go on forever,e,1.0,426.93182373046875,426.93182373046875,0.0,,,,426.4481506347656,426.4481506347656,0.0,426.8985595703125,426.8985595703125,0.0,1.0,1.0,0.0,'e',1.1478854417800903,1.1478854417800903,0.0,426.93182373046875,426.93182373046875,0.0,,144.0
Space cannot be further divided,i,1.0,433.0487060546875,433.0487060546875,0.0,,436.04961812233086,,432.5655212402344,432.5655212402344,0.0,433.01593017578125,433.01593017578125,0.0,0.0,0.0,0.0,'e',4.3931803703308105,4.3931803703308105,0.0,433.0487060546875,433.0487060546875,0.0,,148.0
Space can be further divided,e,1.0,125.6445083618164,125.6445083618164,0.0,,128.645148907369,,125.16047668457031,125.16047668457031,0.0,125.61143493652344,125.61143493652344,0.0,1.0,1.0,0.0,'e',4.201932430267334,4.201932430267334,0.0,125.6445083618164,125.6445083618164,0.0,,35.0
Number is finite,i,1.0,160.51443481445312,160.51443481445312,0.0,,,,160.02919006347656,160.02919006347656,0.0,160.48019409179688,160.48019409179688,0.0,1.0,1.0,0.0,'i',0.979150652885437,0.979150652885437,0.0,160.51443481445312,160.51443481445312,0.0,,49.0
Number is infinite,e,1.0,369.043701171875,369.043701171875,0.0,,,,368.5610046386719,368.5610046386719,0.0,369.01031494140625,369.01031494140625,0.0,1.0,1.0,0.0,'e',1.5320690870285034,1.5320690870285034,0.0,369.043701171875,369.043701171875,0.0,,122.0
Number has an end,i,1.0,371.0778503417969,371.0778503417969,0.0,,,,370.594970703125,370.594970703125,0.0,371.0446472167969,371.0446472167969,0.0,1.0,1.0,0.0,'i',2.6538612842559814,2.6538612842559814,0.0,371.0778503417969,371.0778503417969,0.0,,123.0
Number is endless,e,1.0,131.87811279296875,131.87811279296875,0.0,,,,131.394775390625,131.394775390625,0.0,131.8441162109375,131.8441162109375,0.0,1.0,1.0,0.0,'e',1.0121091604232788,1.0121091604232788,0.0,131.87811279296875,131.87811279296875,0.0,,37.0
Number cannot go on forever,i,1.0,406.36419677734375,406.36419677734375,0.0,,,,405.8800048828125,405.8800048828125,0.0,406.3301086425781,406.3301086425781,0.0,0.0,0.0,0.0,'e',1.6416701078414917,1.6416701078414917,0.0,406.36419677734375,406.36419677734375,0.0,,138.0
Number can go on forever,e,1.0,428.582763671875,428.582763671875,0.0,,,,428.0983581542969,428.0983581542969,0.0,428.5486755371094,428.5486755371094,0.0,1.0,1.0,0.0,'e',0.8208179473876953,0.8208179473876953,0.0,428.582763671875,428.582763671875,0.0,,145.0
Number cannot be further divided,i,1.0,320.3907470703125,320.3907470703125,0.0,325.39211146498565,323.39125658634583,,319.907470703125,319.907470703125,0.0,320.3581848144531,320.3581848144531,0.0,0.0,0.0,0.0,,,,,320.3907470703125,320.3907470703125,0.0,,107.0
Number can be further divided,e,1.0,229.88449096679688,229.88449096679688,0.0,,,,229.40203857421875,229.40203857421875,0.0,229.8517303466797,229.8517303466797,0.0,1.0,1.0,0.0,'e',2.7399322986602783,2.7399322986602783,0.0,229.88449096679688,229.88449096679688,0.0,,79.0
Five is finite,e,1.0,269.8869934082031,269.8869934082031,0.0,274.8872926130425,272.88741229828446,,269.42059326171875,269.42059326171875,0.0,269.8702087402344,269.8702087402344,0.0,0.0,0.0,0.0,,,,,269.8869934082031,269.8869934082031,0.0,,91.0
Five is infinite,i,1.0,173.097900390625,173.097900390625,0.0,,,,172.6142120361328,172.6142120361328,0.0,173.06463623046875,173.06463623046875,0.0,1.0,1.0,0.0,'i',1.2652381658554077,1.2652381658554077,0.0,173.097900390625,173.097900390625,0.0,,55.0
Five has an end,e,1.0,344.54302978515625,344.54302978515625,0.0,,,,344.0596008300781,344.0596008300781,0.0,344.51031494140625,344.51031494140625,0.0,1.0,1.0,0.0,'e',1.3586761951446533,1.3586761951446533,0.0,344.54302978515625,344.54302978515625,0.0,,114.0
Five is endless,i,1.0,275.8709411621094,275.8709411621094,0.0,,,,275.38848876953125,275.38848876953125,0.0,275.8544006347656,275.8544006347656,0.0,1.0,1.0,0.0,'i',1.5031534433364868,1.5031534433364868,0.0,275.8709411621094,275.8709411621094,0.0,275.38849093799945,92.0
Five cannot go on forever,e,1.0,179.7150421142578,179.7150421142578,0.0,,,,179.2307586669922,179.2307586669922,0.0,179.68154907226562,179.68154907226562,0.0,0.0,0.0,0.0,'i',1.173307180404663,1.173307180404663,0.0,179.7150421142578,179.7150421142578,0.0,,59.0
Five can go on forever,i,1.0,400.7630920410156,400.7630920410156,0.0,,403.7636415153276,,400.2975769042969,400.2975769042969,0.0,400.74609375,400.74609375,0.0,1.0,1.0,0.0,'i',3.3860645294189453,3.3860645294189453,0.0,400.7630920410156,400.7630920410156,0.0,,136.0
Five cannot be further divided,i,1.0,102.12552642822266,102.12552642822266,0.0,,,,101.6429443359375,101.6429443359375,0.0,102.0927963256836,102.0927963256836,0.0,1.0,1.0,0.0,'i',2.1465816497802734,2.1465816497802734,0.0,102.12552642822266,102.12552642822266,0.0,,25.0
Five can be further divided,e,1.0,110.84354400634766,110.84354400634766,0.0,,113.84525141438935,,110.35997772216797,110.35997772216797,0.0,110.80986785888672,110.80986785888672,0.0,1.0,1.0,0.0,'e',4.364018440246582,4.364018440246582,0.0,110.84354400634766,110.84354400634766,0.0,,29.0
Crocodiles are alive,e,1.0,385.59527587890625,385.59527587890625,0.0,,,,385.1121520996094,385.1121520996094,0.0,385.563232421875,385.563232421875,0.0,1.0,1.0,0.0,'e',1.3176676034927368,1.3176676034927368,0.0,385.59527587890625,385.59527587890625,0.0,,130.0
Pelicans are alive,e,1.0,40.42182159423828,40.42182159423828,0.0,,,,39.954952239990234,39.954952239990234,0.0,40.40437316894531,40.40437316894531,0.0,1.0,1.0,0.0,'e',0.9453354477882385,0.9453354477882385,0.0,40.42182159423828,40.42182159423828,0.0,,0.0
Turtles need nutrients,e,1.0,150.0628204345703,150.0628204345703,0.0,,153.06214668338652,,149.5787811279297,149.5787811279297,0.0,150.02972412109375,150.02972412109375,0.0,1.0,1.0,0.0,'e',3.8193228244781494,3.8193228244781494,0.0,150.0628204345703,150.0628204345703,0.0,,45.0
Tigers reproduce,e,1.0,228.50100708007812,228.50100708007812,0.0,,,,228.01808166503906,228.01808166503906,0.0,228.46751403808594,228.46751403808594,0.0,1.0,1.0,0.0,'e',0.8724368214607239,0.8724368214607239,0.0,228.50100708007812,228.50100708007812,0.0,,78.0
Frogs reproduce,e,1.0,380.8459167480469,380.8459167480469,0.0,,,,380.3611755371094,380.3611755371094,0.0,380.8120422363281,380.8120422363281,0.0,1.0,1.0,0.0,'e',0.670184314250946,0.670184314250946,0.0,380.8459167480469,380.8459167480469,0.0,,127.0
Bricks can be put in a container,e,1.0,214.4335479736328,214.4335479736328,0.0,,,,213.95089721679688,213.95089721679688,0.0,214.39988708496094,214.39988708496094,0.0,1.0,1.0,0.0,'e',2.47268009185791,2.47268009185791,0.0,214.4335479736328,214.4335479736328,0.0,,73.0
Dumbells are composed of matter,e,1.0,200.6171112060547,200.6171112060547,0.0,,,,200.1331787109375,200.1331787109375,0.0,200.58297729492188,200.58297729492188,0.0,1.0,1.0,0.0,'e',1.0931023359298706,1.0931023359298706,0.0,200.6171112060547,200.6171112060547,0.0,,66.0
Concrete is composed of matter,e,1.0,188.93174743652344,188.93174743652344,0.0,,,,188.4483184814453,188.4483184814453,0.0,188.89852905273438,188.89852905273438,0.0,1.0,1.0,0.0,'e',2.618079423904419,2.618079423904419,0.0,188.93174743652344,188.93174743652344,0.0,,63.0
Diamonds have a molecular structure,e,1.0,88.0252914428711,88.0252914428711,0.0,,,,87.54133605957031,87.54133605957031,0.0,87.9921646118164,87.9921646118164,0.0,1.0,1.0,0.0,'e',1.4228183031082153,1.4228183031082153,0.0,88.0252914428711,88.0252914428711,0.0,,19.0
Rocks have a molecular structure,e,1.0,334.49188232421875,334.49188232421875,0.0,,,,334.00860595703125,334.00860595703125,0.0,334.45855712890625,334.45855712890625,0.0,1.0,1.0,0.0,'e',2.5005619525909424,2.5005619525909424,0.0,334.49188232421875,334.49188232421875,0.0,,111.0
Clocks are alive,i,1.0,416.46405029296875,416.46405029296875,0.0,,,,415.9808349609375,415.9808349609375,0.0,416.4314270019531,416.4314270019531,0.0,1.0,1.0,0.0,'i',1.1051844358444214,1.1051844358444214,0.0,416.46405029296875,416.46405029296875,0.0,,141.0
Comets are alive,i,1.0,70.07435607910156,70.07435607910156,0.0,,73.07443932134193,,69.5904769897461,69.5904769897461,0.0,70.0403060913086,70.0403060913086,0.0,1.0,1.0,0.0,'i',3.852787971496582,3.852787971496582,0.0,70.07435607910156,70.07435607910156,0.0,,12.0
Robots need nutrients,i,1.0,292.0388488769531,292.0388488769531,0.0,,,,291.5570983886719,291.5570983886719,0.0,292.02178955078125,292.02178955078125,0.0,1.0,1.0,0.0,'i',2.0086987018585205,2.0086987018585205,0.0,292.0388488769531,292.0388488769531,0.0,,98.0
Tornadoes reproduce,i,1.0,63.75691223144531,63.75691223144531,0.0,,,,63.27338409423828,63.27338409423828,0.0,63.72430419921875,63.72430419921875,0.0,1.0,1.0,0.0,'i',1.33980131149292,1.33980131149292,0.0,63.75691223144531,63.75691223144531,0.0,,10.0
Computers reproduce,i,1.0,387.4122314453125,387.4122314453125,0.0,,,,386.9286193847656,386.9286193847656,0.0,387.37896728515625,387.37896728515625,0.0,0.0,0.0,0.0,'e',0.8337215781211853,0.8337215781211853,0.0,387.4122314453125,387.4122314453125,0.0,,131.0
Color can be put in a container,i,1.0,134.8123016357422,134.8123016357422,0.0,,,,134.34515380859375,134.34515380859375,0.0,134.79559326171875,134.79559326171875,0.0,1.0,1.0,0.0,'i',1.1456397771835327,1.1456397771835327,0.0,134.8123016357422,134.8123016357422,0.0,,39.0
Echoes is composed of matter,i,1.0,155.96347045898438,155.96347045898438,0.0,,,,155.48040771484375,155.48040771484375,0.0,155.9302520751953,155.9302520751953,0.0,1.0,1.0,0.0,'i',2.627222776412964,2.627222776412964,0.0,155.96347045898438,155.96347045898438,0.0,,47.0
Shadows are composed of matter,i,1.0,99.37586975097656,99.37586975097656,0.0,,,,98.89283752441406,98.89283752441406,0.0,99.34259033203125,99.34259033203125,0.0,1.0,1.0,0.0,'i',2.2173991203308105,2.2173991203308105,0.0,99.37586975097656,99.37586975097656,0.0,,24.0
Music have a molecular structure,i,1.0,93.70813751220703,93.70813751220703,0.0,,96.70846601137892,,93.22489166259766,93.22489166259766,0.0,93.67585754394531,93.67585754394531,0.0,1.0,1.0,0.0,'i',3.513474225997925,3.513474225997925,0.0,93.70813751220703,93.70813751220703,0.0,,22.0
Gravity has a molecular structure,i,1.0,441.8167419433594,441.8167419433594,0.0,,,,441.3498229980469,441.3498229980469,0.0,441.79986572265625,441.79986572265625,0.0,1.0,1.0,0.0,'i',1.6378527879714966,1.6378527879714966,0.0,441.8167419433594,441.8167419433594,0.0,,151.0
Algae is alive,e,1.0,431.732421875,431.732421875,0.0,,,,431.2486267089844,431.2486267089844,0.0,431.697998046875,431.697998046875,0.0,1.0,1.0,0.0,'e',0.8140479326248169,0.8140479326248169,0.0,431.732421875,431.732421875,0.0,,147.0
Bacteria are alive,e,1.0,382.028076171875,382.028076171875,0.0,,,,381.544921875,381.544921875,0.0,381.99578857421875,381.99578857421875,0.0,1.0,1.0,0.0,'e',0.49788013100624084,0.49788013100624084,0.0,382.028076171875,382.028076171875,0.0,,128.0
