testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,Demographics1[0].index,Demographics1[0].itemText,Demographics1[0].type,Demographics1[0].granularity,Demographics1[0].font,Demographics1[0].markerColor,Demographics1[0].response,Demographics1[0].rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,1,What is your age?,choice,None,None,None,18-24,2.337800288980361,,,,,,,,,,,,,,0,001,2022_Jan_29_1520,InfinityThesisTest5,2021.2.3,60.00966959446387,
,,,,,,,,,,,,10.576912663993426,None,1,3.113548626017291,3.1135550159960985,0.1922222222222222,-0.17666666666666667,1,0,0,button,0.013045054685790092,None,0,001,2022_Jan_29_1520,InfinityThesisTest5,2021.2.3,60.00966959446387,
