FastInstructions,Statement,Correct,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,15.75402357999701,None,e,1.6607173670781776,17.720788349048235,None,,,,,,,,,,,,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",,,0,1,1,1,,,,,19.451458945986815,None,e,0.5182926200795919,21.421038691070862,None,,,,,,,,,,,,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,21.987854388076812,None,e,0.7181615959852934,23.971504876040854,None,,,,,,,,,,,,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,Space has an end,i,,,,,0,0,0,1,,,,,,,24.75424393406138,25.27188701205887,25.251641765004024,None,i,1,0.750660025049001,25.251641765004024,None,None,None,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,A minute is infinite,i,,,,,0,1,1,0,,,,,,,26.037313506007195,26.538528172066435,26.521419989061542,None,i,1,1.1967775910161436,26.521419989061542,None,None,None,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,An inch cannot go on forever,e,,,,,0,2,2,4,,,,,,,27.755694140098058,28.285379178007133,28.221716575091705,None,e,1,2.1840995310340077,28.221716575091705,None,None,None,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,Time  goes on forever,e,,,,,0,3,3,2,,,,,,,30.437904602033086,30.938288558041677,30.921845803037286,None,e,1,2.9337393200257793,30.921845803037286,None,None,None,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,Numbers are finite,i,,,,,0,4,4,3,,,,,,,33.888096673064865,34.38870080409106,34.371002342086285,39.373122924007475,None,0,,34.371002342086285,None,37.37131102849962,None,,,,,,,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88834864099044,None,e,0.5516902100061998,39.88834864099044,None,1113,001,2021_Nov_21_1226,InfinityThesisTest5,2021.2.3,60.609138089857254,
