FastInstructions,n,Instr1.started_mean,Instr1.started_raw,Instr1.started_std,Instr1.stopped_raw,InstrResponse.keys_raw,InstrResponse.rt_mean,InstrResponse.rt_raw,InstrResponse.rt_std,InstrResponse.started_mean,InstrResponse.started_raw,InstrResponse.started_std,InstrResponse.stopped_raw,order
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",1.0,33.00736999511719,33.00736999511719,0.0,,'e',1.7654703855514526,1.7654703855514526,0.0,34.9888801574707,34.9888801574707,0.0,,0.0
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",1.0,36.80577850341797,36.80577850341797,0.0,,'e',0.5925407409667969,0.5925407409667969,0.0,38.78965759277344,38.78965759277344,0.0,,1.0
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",1.0,39.439334869384766,39.439334869384766,0.0,,'e',1.2284464836120605,1.2284464836120605,0.0,41.406494140625,41.406494140625,0.0,,2.0

extraInfo
participant,1111
session,001
date,2021_Nov_21_1225
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,59.99235447143233
