INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct
space,10.8661,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
space,12.7468,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
space,18.2181,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
space,6.0395,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.5565,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,f,1,1.4096,space,1.3254,0,0,0,0,1,A circle is a shape,f,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,f,1,1.3991,space,0.9856,0,1,1,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,j,1,1.6669,space,1.3671,0,2,2,8,1,Mississippi is a country,j,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,f,1,0.8823,space,1.3347,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,j,1,0.9293,space,1.0849,0,4,4,5,1,A truck is an animal,j,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,j,1,1.2813,space,1.0352,0,5,5,9,1,Humans cannot eat food,j,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,j,1,1.3502,space,1.1601,0,6,6,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,j,1,1.2314,space,1.2037,0,7,7,7,1,The Earth is a star,j,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,f,1,1.6724,space,0.858,0,8,8,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,f,1,1.5724,space,1.0857,0,9,9,3,1,A clock is used to tell time,f,,,,,,,,,,,,,
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,0.9996,,,,,,,,space,3.2164,f,1,0.8683,,0,0,0,51,1,Tigers reproduce,f
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,1.7731,,,,,,,,,,f,1,0.7323,,0,1,1,68,1,Algae is alive,f
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,0.8516,,,,,,,,,,j,1,1.1049,,0,2,2,110,1,A triangle is an animal,j
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,2.3437,,,,,,,,,,f,1,1.3815,,0,3,3,73,1,Bubbles can be put in a container,f
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,0.9817,,,,,,,,,,j,0,1.5014,,0,4,4,55,1,Concrete is composed of matter,f
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,2.8783,,,,,,,,,,f,0,0.8132,,0,5,5,112,1,Dinosaurs are not extinct,j
,,,,,,,,8966,2022-04-06_18h29.40.155,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0024001,,,,space,0.8251,,,,,,,,,,j,1,1.2645,,0,6,6,59,1,Comets are alive,j
