INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,9.217,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,15.5323,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.8279,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.9207,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.2725,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,1,2.6385,space,1.5845,0,0,0,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,f,1,1.6931,space,0.8176,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,1,1.63,space,0.8105,0,2,2,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,0,1.0588,space,0.7756,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,1,1.3657,space,1.2026,0,4,4,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,1,1.4674,space,0.5667,0,5,5,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,f,1,1.3358,space,0.5381,0,6,6,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,f,1,1.6383,space,0.835,0,7,7,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,j,1,1.8578,space,0.6195,0,8,8,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,f,1,1.8191,space,0.5175,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,1.0352,,,,,,,,space,1.5987,j,1,2.5667,,0,0,0,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.9297,,,,,,,,,,f,0,1.717,,0,1,1,113,1,Magenta is a shape,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.6856,,,,,,,,,,j,1,2.3471,,0,2,2,58,1,Clocks are alive,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3865,,,,,,,,,,f,1,1.0986,,0,3,3,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3088,,,,,,,,,,j,1,1.4002,,0,4,4,119,1,A motorcycle is a person,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.455,,,,,,,,,,j,1,1.9046,,0,5,5,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.4018,,,,,,,,,,f,1,1.2503,,0,6,6,69,1,Bacteria are alive,f,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3729,,,,,,,,,,f,1,1.616,,0,7,7,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.2721,,,,,,,,,,j,1,1.4532,,0,8,8,115,1,Yellow is an animal,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3512,,,,,,,,,,j,1,1.7407,,0,9,9,9,1,An inch is infinite,j,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3232,,,,,,,,,,j,0,1.7971,,0,10,10,44,1,The number five cannot go on forever,f,,,
,,,,,,,,2203,2022-04-06_18h05.22.604,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.03842459,,,,space,0.3491,,,,,,,,,,f,1,1.6579,,0,11,11,97,1,Dolphins can swim in the ocean,f,,,
