INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,13.4966,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,20.9823,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,18.4903,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,6.5662,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.9114,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,j,1,1.4046,space,0.9169,0,0,0,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,f,1,1.4884,space,1.1848,0,1,1,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,f,1,2.109,space,0.7616,0,2,2,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,j,1,1.4701,space,0.5413,0,3,3,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,f,1,1.5849,space,0.4062,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,j,1,1.7019,space,0.3594,0,5,5,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,j,1,1.1623,space,0.2628,0,6,6,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,f,1,0.9803,space,0.241,0,7,7,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,f,1,0.9961,space,0.2335,0,8,8,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,j,1,2.1321,space,0.2927,0,9,9,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,4.2107,,,,,,,,,f,0,3.8973,,0,0,0,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,0.3015,,,,,,,,,j,1,2.0232,,0,1,1,13,1,An inch can go on forever,j,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,0.6055,,,,,,,,,f,1,1.1492,,0,2,2,10,1,An inch has an end,f,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,0.2393,,,,,,,,,f,0,1.8672,,0,3,3,32,1,Numbers are finite,j,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,0.5621,,,,,,,,,f,1,1.9818,,0,4,4,100,1,A truck is a vehicle,f,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,0.5193,,,,,,,,,f,1,1.6619,,0,5,5,75,1,Frost is composed of matter,f,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,1.1507,,,,,,,,,j,1,2.465,,0,6,6,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,4404,2022-04-06_16h18.05.162,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.29791271,,,,space,3.3059,,,,,,,,,j,1,1.8233,,0,7,7,112,1,Dinosaurs are not extinct,j,,,
