FastInstructions,Statement,Correct,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,Foam are composed of matter,e,,,,,0,87,87,98,,,,,,,251.72051550506148,252.16967420303263,252.20331742998678,257.20307888207026,None,0,,252.20331742998678,251.72051550506148,255.20363509228918,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A motorcycle is a person,i,,,,,0,88,88,143,,,,,,,257.7034462870797,258.1527217280818,258.1859606280923,None,i,1,1.2133505910169333,258.1859606280923,257.7034462870797,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Grass needs nutrients,e,,,,,0,89,89,94,,,,,,,259.4213030009996,259.88726100104395,259.9034588030772,264.90349684201647,None,0,,259.9034588030772,None,262.9040696213953,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,The Earth is a planet,e,,,,,0,90,90,126,,,,,,,265.4037702990463,265.8536568140844,265.88742914109025,None,e,1,3.490223063970916,265.88742914109025,265.4037702990463,268.88744186428374,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Five is finite,e,,,,,0,91,91,64,,,,,,,269.42060223105364,269.870219458011,269.88697990903165,274.8872926130425,None,0,,269.88697990903165,None,272.88741229828446,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Five is endless,i,,,,,0,92,92,67,,,,,,,275.38849093799945,275.85438800102565,275.8709261370823,None,i,1,1.5031534869922325,275.8709261370823,275.38849093799945,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Intervals of time can go on forever,i,,,,,0,93,93,21,,,,,,,277.40469873300754,277.8552183189895,277.88925871800166,282.8893193430267,None,0,,277.88925871800166,None,280.88775494932196,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Intervals of time have an end,e,,,,,0,94,94,18,,,,,,,283.38828104001004,283.837935233023,283.87085717206355,None,e,1,1.9446536470204592,283.87085717206355,283.38828104001004,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Humans can eat food,e,,,,,0,95,95,121,,,,,,,285.8553113450762,286.30475307500456,286.33838519104756,None,e,1,0.9554461240768433,286.33838519104756,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A circle is a shape,e,,,,,0,96,96,115,,,,,,,287.3389995320467,287.7884663520381,287.8225782380905,None,e,1,1.40613758796826,287.8225782380905,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,An inch cannot go on forever,e,,,,,0,97,97,12,,,,,,,289.27135893004015,289.72257380001247,289.7556058500195,None,i,0,1.7790259210160002,289.7556058500195,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Robots need nutrients,i,,,,,0,98,98,84,,,,,,,291.55708971607964,292.0217911070213,292.0388363180682,None,i,1,2.008698786026798,292.0388363180682,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A minute can be further divided,e,,,,,0,99,99,7,,,,,,,294.0729038080899,294.5219320569886,294.55489451100584,None,e,1,1.5177601700415835,294.55489451100584,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Numerical intervals cannot be further divided,i,,,,,0,100,100,38,,,,,,,296.1054502360057,296.5565983580891,296.57318410801236,None,i,1,4.639360347064212,296.57318410801236,None,299.58954663230105,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Bubbles can be put in a container,e,,,,,0,101,101,97,,,,,,,301.2402514120331,301.68977489403915,301.7224866140168,None,e,1,1.7962022830033675,301.7224866140168,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,An inch is infinite,i,,,,,0,102,102,9,,,,,,,303.53969080001116,303.98960542003624,304.02274844702333,None,i,1,2.1887441930593923,304.02274844702333,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A minute cannot be further divided,i,,,,,0,103,103,6,,,,,,,306.2561290310696,306.7061115980614,306.7232232800452,None,i,1,4.278658366994932,306.7232232800452,None,309.7237169503234,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Time is finite,i,,,,,0,104,104,40,,,,,,,311.0234899680363,311.4737259320682,311.5079065830214,None,i,1,2.4110408899141476,311.5079065830214,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Saliva has a molecular structure,e,,,,,0,105,105,101,,,,,,,313.95809189707506,314.4069353240775,314.44053799600806,None,e,1,1.3844055570662022,314.44053799600806,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Spatial intervals are finite,e,,,,,0,106,106,24,,,,,,,315.8573241640115,316.3072293860605,316.339931769995,None,e,1,3.5356114599853754,316.339931769995,None,319.3411311373813,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Number cannot be further divided,i,,,,,0,107,107,62,,,,,,,319.9074733820744,320.3581969420193,320.39075153309386,325.39211146498565,None,0,,320.39075153309386,None,323.39125658634583,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Space is infinite,e,,,,,0,108,108,49,,,,,,,325.8914868410211,326.3414629410254,326.375087611028,None,e,1,1.7075921930372715,326.375087611028,325.8914868410211,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Numerical intervals have an end,e,,,,,0,109,109,34,,,,,,,328.10814021807164,328.5579022290185,328.59149039001204,None,i,0,3.065427473979071,328.59149039001204,None,331.5915418552933,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A horse is used to tell time,i,,,,,0,110,110,142,,,,,,,331.69248930807225,332.15816626301967,332.1747792820679,None,i,1,1.8097973329713568,332.1747792820679,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Rocks have a molecular structure,e,,,,,0,111,111,81,,,,,,,334.0086004770128,334.45854698098265,334.4918865270447,None,e,1,2.5005619240691885,334.4918865270447,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Dreams have a molecular structure,i,,,,,0,112,112,111,,,,,,,337.0251329940511,337.4758638549829,337.50883647508454,None,i,1,0.997629267978482,337.50883647508454,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Intervals of time cannot go on forever,e,,,,,0,113,113,20,,,,,,,338.5257729990408,338.9752509460086,339.00852928007953,344.00946099997964,i,0,5.030555710894987,339.00852928007953,None,342.00943298130295,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Five has an end,e,,,,,0,114,114,66,,,,,,,344.05960762605537,344.51031826098915,344.5430166639853,None,e,1,1.3586761970072985,344.5430166639853,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Intervals of time are finite,e,,,,,0,115,115,16,,,,,,,345.9256172630703,346.3763394700363,346.40933064802084,None,i,0,2.865485414979048,346.40933064802084,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Spatial intervals are infinite,i,,,,,0,116,116,25,,,,,,,349.31050923105795,349.7595369280316,349.77653220098,None,i,1,1.791678658919409,349.77653220098,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Space is finite,i,,,,,0,117,117,48,,,,,,,351.5932501980569,352.0440410140436,352.0769619389903,None,i,1,1.7240085899829865,352.0769619389903,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Time can be further divided,e,,,,,0,118,118,47,,,,,,,353.83100247604307,354.29297194699757,354.31023985508364,None,e,1,2.023554263985716,354.31023985508364,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A minute is infinite,i,,,,,0,119,119,1,,,,,,,356.35953498003073,356.8104278900428,356.84386010398157,None,i,1,3.8046211750479415,356.84386010398157,None,359.84504766929894,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Numerical intervals are finite,e,,,,,0,120,120,32,,,,,,,360.67777625704184,361.1274240950588,361.16147399903275,None,i,0,4.02870978997089,361.16147399903275,None,364.16089274133554,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Orange is a color,e,,,,,0,121,121,118,,,,,,,365.2106916240882,365.6610898440704,365.6948508810019,None,e,1,2.832947082002647,365.6948508810019,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Number is infinite,e,,,,,0,122,122,57,,,,,,,368.560996712069,369.01031839405186,369.04371107008774,None,e,1,1.5320691369706765,369.04371107008774,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Number has an end,i,,,,,0,123,123,58,,,,,,,370.59495711303316,371.04465759405866,371.0778599170735,None,i,1,2.6538612849544734,371.0778599170735,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,A pencil is used to write,e,,,,,0,124,124,131,,,,,,,373.7623592830496,374.21109460201114,374.24461622408126,None,e,1,0.9429105439921841,374.24461622408126,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Numerical intervals cannot go on forever,e,,,,,0,125,125,36,,,,,,,375.2278423419921,375.6785498390673,375.69457872002386,None,i,0,1.684052381082438,375.69457872002386,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Time has an end,i,,,,,0,126,126,42,,,,,,,377.3945262100315,377.8450391780352,377.8778624039842,None,i,1,2.465372233069502,377.8778624039842,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Frogs reproduce,e,,,,,0,127,127,76,,,,,,,380.3611906010192,380.8120544049889,380.8459169700509,None,e,1,0.6701843270566314,380.8459169700509,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Bacteria are alive,e,,,,,0,128,128,93,,,,,,,381.54491012799554,381.9958013430005,382.02808027807623,None,e,1,0.49788013903889805,382.02808027807623,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Spatial intervals cannot be further divided,i,,,,,0,129,129,30,,,,,,,382.5448630939936,382.99589643708896,383.02913540799636,None,e,0,2.054683046997525,383.02913540799636,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Crocodiles are alive,e,,,,,0,130,130,72,,,,,,,385.1121552779805,385.5632385479985,385.59526213502977,None,e,1,1.317667601048015,385.59526213502977,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Computers reproduce,i,,,,,0,131,131,86,,,,,,,386.9286138419993,387.37895814003423,387.41222348005977,None,e,0,0.8337215549545363,387.41222348005977,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Spatial intervals cannot go on forever,e,,,,,0,132,132,28,,,,,,,388.2626766670728,388.7127217040397,388.7465192710515,None,i,0,2.4338570229010656,388.7465192710515,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,There are ninty states in the United States,i,,,,,0,133,133,149,,,,,,,391.22836190403905,391.679188586073,391.71213579003233,None,i,1,1.2691246590111405,391.71213579003233,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Humans can breathe water,i,,,,,0,134,134,140,,,,,,,393.0123912000563,393.46264797006734,393.496465768083,398.49704298703,i,1,5.196205068030395,393.496465768083,None,396.49593940731137,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,This sentence is written in Spanish,i,,,,,0,135,135,132,,,,,,,398.71350162499584,399.1628849899862,399.1963091089856,None,i,1,1.0584049300523475,399.1963091089856,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Five can go on forever,i,,,,,0,136,136,69,,,,,,,400.29759040498175,400.7460899670841,400.76309785607737,None,i,1,3.3860644469968975,400.76309785607737,None,403.7636415153276,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,An inch has an end,e,,,,,0,137,137,10,,,,,,,404.1800884890836,404.6306612670887,404.6637752270326,None,e,1,1.1873626599553972,404.6637752270326,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Number cannot go on forever,i,,,,,0,138,138,60,,,,,,,405.880015466013,406.3301190570928,406.3641955590574,None,e,0,1.6416701219277456,406.3641955590574,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Humans can drink water,e,,,,,0,139,139,120,,,,,,,408.0308215119876,408.4809320800705,408.51426073908806,None,i,0,2.9883820000104606,408.51426073908806,None,411.5145794213051,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,An inch cannot be further divided,i,,,,,0,140,140,14,,,,,,,411.52995492203627,411.9812484330032,412.01475524005946,None,e,0,3.949972079019062,412.01475524005946,None,415.015418389393,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Clocks are alive,i,,,,,0,141,141,82,,,,,,,415.98083898006007,416.43142695107963,416.4640392350266,None,i,1,1.105184460990131,416.4640392350266,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Thoughts are composed of matter,i,,,,,0,142,142,109,,,,,,,417.59827926708385,418.0476232949877,418.0815670810407,None,i,1,3.612486891099252,418.0815670810407,None,421.08222690334077,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Jupiter is in our solar system,e,,,,,0,143,143,125,,,,,,,421.715346588986,422.16497082903516,422.1987500260584,None,e,1,4.224548787926324,422.1987500260584,None,425.1985716883093,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Space can go on forever,e,,,,,0,144,144,53,,,,,,,426.44814281899016,426.89855785807595,426.93181839201134,None,e,1,1.147885495913215,426.93181839201134,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Number can go on forever,e,,,,,0,145,145,61,,,,,,,428.0983542650938,428.54868852708023,428.5827728090808,None,e,1,0.8208179189823568,428.5827728090808,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,An inch is finite,e,,,,,0,146,146,8,,,,,,,429.43208081799094,429.88213922304567,429.9161755620735,None,e,1,1.3133461239049211,429.9161755620735,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Algae is alive,e,,,,,0,147,147,92,,,,,,,431.2486383530777,431.697985963081,431.73243417206686,None,e,1,0.814047931926325,431.73243417206686,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Space cannot be further divided,i,,,,,0,148,148,54,,,,,,,432.56552373303566,433.0159445810132,433.0487164390506,None,e,0,4.393180198036134,433.0487164390506,None,436.04961812233086,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Time cannot go on forever,i,,,,,0,149,149,44,,,,,,,437.4659557680134,437.916618068004,437.94872239104006,None,i,1,1.8888567639514804,437.94872239104006,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Yellow is an animal,i,,,,,0,150,150,139,,,,,,,439.883027562988,440.33283983706497,440.3488286610227,None,i,1,0.9539609020575881,440.3488286610227,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,Gravity has a molecular structure,i,,,,,0,151,151,91,,,,,,,441.34981709101703,441.7998668010114,441.8167329370044,None,i,1,1.6378528058994561,441.8167329370044,None,None,None,,,,,,,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.5832808200503,None,e,0.9749986480455846,443.5832808200503,None,12221fast1,001,2021_Dec_02_1643,InfinityThesisTest5,2021.2.3,60.12194449780064,
