INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,23.9691,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,21.7683,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,16.4013,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,17.3528,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,25.5207,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,2.7725,space,1.3191,0,0,0,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,2.1483,space,4.9826,0,1,1,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,1.3002,space,0.955,0,2,2,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,2.0181,space,0.7851,0,3,3,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,2.3316,,,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,0,,,,0,5,5,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,2.9873,space,1.566,0,6,6,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,2.7144,space,4.7326,0,7,7,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,1.5054,space,1.051,0,8,8,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,1.9085,space,1.3691,0,9,9,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.4485,,,,,,,,,f,1,2.9534,,0,0,0,105,1,There are fifty states in the United States,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.0019,,,,,,,,,j,1,3.5348,,0,1,1,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1761,,,,,,,,,f,1,2.3117,,0,2,2,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6777,,,,,,,,,j,1,2.8579,,0,3,3,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6352,,,,,,,,,j,1,2.3655,,0,4,4,34,1,Numbers have an end,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.6896,,,,,,,,,f,1,1.7488,,0,5,5,52,1,Frogs reproduce,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8839,,,,,,,,,j,1,1.7853,,0,6,6,62,1,Helicopters reproduce,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.6123,,,,,,,,,j,1,1.9327,,0,7,7,3,1,A minute is endless,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6077,,,,,,,,,f,1,1.7486,,0,8,8,102,1,The Earth is a planet,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.3871,,,,,,,,,j,1,1.2773,,0,9,9,119,1,A motorcycle is a person,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1087,,,,,,,,,f,1,2.687,,0,10,10,21,1,Time can go on forever,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1665,,,,,,,,,j,0,1.5336,,0,11,11,90,1,A triangle is not an animal,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1329,,,,,,,,,j,1,2.6921,,0,12,12,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.0265,,,,,,,,,j,1,1.5342,,0,13,13,122,1,The Earth is a star,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.7579,,,,,,,,,f,1,2.1703,,0,14,14,17,1,Time is infinite,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8206,,,,,,,,,f,1,1.3711,,0,15,15,25,1,Space is infinite,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8841,,,,,,,,,j,1,2.5977,,0,16,16,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.3825,,,,,,,,,j,1,1.9927,,0,17,17,11,1,An inch is endless,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.925,,,,,,,,,j,1,1.8323,,0,18,18,126,1,Humans can breathe water,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6001,,,,,,,,,j,1,1.9135,,0,19,19,125,1,There are ninty states in the United States,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.0366,,,,,,,,,j,1,2.1151,,0,20,20,64,1,Echoes are composed of matter,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1002,,,,,,,,,f,1,1.1694,,0,21,21,94,1,Orange is a color,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8413,,,,,,,,,j,1,1.6029,,0,22,22,66,1,Music has a molecular structure,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.0619,,,,,,,,,j,1,2.3486,,0,23,23,16,1,Time is finite,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.9169,,,,,,,,,j,1,1.7381,,0,24,24,45,1,The number five can go on forever,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.9592,,,,,,,,,f,1,2.0318,,0,25,25,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.9333,,,,,,,,,f,1,2.0797,,0,26,26,74,1,Foam is composed of matter,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.6188,,,,,,,,,f,1,2.26,,0,27,27,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.9058,,,,,,,,,j,1,2.1923,,0,28,28,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,2.0688,,,,,,,,,f,1,1.6192,,0,29,29,88,1,This sentence is written in English,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8833,,,,,,,,,j,1,2.2319,,0,30,30,60,1,Robots need nutrients,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8098,,,,,,,,,f,1,1.4093,,0,31,31,70,1,Grass needs nutrients,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1877,,,,,,,,,j,1,1.651,,0,32,32,20,1,Time cannot go on forever,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.0521,,,,,,,,,f,1,1.0051,,0,33,33,95,1,Yellow is a color,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.2095,,,,,,,,,j,0,3.5353,,0,34,34,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,2.0616,,,,,,,,,j,1,2.9476,,0,35,35,22,1,Time cannot always be further divided,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1039,,,,,,,,,j,1,1.6325,,0,36,36,43,1,The number five is endless,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5556,,,,,,,,,j,0,1.5454,,0,37,37,0,1,A minute is finite,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.5003,,,,,,,,,j,0,1.8488,,0,38,38,40,1,The number five is finite,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6928,,,,,,,,,f,1,1.4238,,0,39,39,29,1,Space can go on forever,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.2159,,,,,,,,,f,1,1.5445,space,0,40,40,54,1,Dumbells are composed of matter,f,6.5393,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,2.057,,,,,,,,,f,1,1.667,,0,41,41,104,1,The United States has a president,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8076,,,,,,,,,j,1,1.5672,,0,42,42,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.629,,,,,,,,,j,1,1.4498,,0,43,43,58,1,Clocks are alive,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5348,,,,,,,,,j,1,1.1294,,0,44,44,109,1,A square is a color,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5501,,,,,,,,,j,1,2.6335,,0,45,45,63,1,Color can be put in a container,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4843,,,,,,,,,f,1,1.7427,,0,46,46,106,1,Humans cannot breathe water,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,2.1817,,,,,,,,,j,1,1.2827,,0,47,47,18,1,Time has an end,j,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.1404,,,,,,,,,f,1,1.3204,,0,48,48,49,1,Pelicans are alive,f,,,
,,,,,,,,1088,2022-04-06_19h11.26.316,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.706,,,,,,,,,j,1,1.5406,,0,49,49,67,1,Gravity has a molecular structure,j,,,
