INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,10.3331,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.6896,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.5386,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.4373,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.2686,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,j,1,1.3252,space,0.788,0,0,0,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,f,1,1.7591,space,0.6396,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,f,1,0.6845,space,0.4193,0,2,2,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,f,1,1.0085,space,0.459,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,f,1,0.9947,space,0.174,0,4,4,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,j,1,1.5098,space,0.5669,0,5,5,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,f,1,0.8205,space,0.1551,0,6,6,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,j,1,1.2301,space,0.3748,0,7,7,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,j,1,0.9622,space,0.2663,0,8,8,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,j,1,0.989,space,0.1477,0,9,9,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,space,0.56,,,,,,,,,f,1,3.1913,,0,0,0,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,3779,2022-04-06_17h13.38.291,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,143.6988073,,,,space,0.5363,,,,,,,,,j,0,1.363,,0,1,1,4,1,A minute cannot go on forever,f,,,
