FastInstructions,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",0,0,0,0,11.831974325003102,None,e,1.6503342999931192,13.814324525999837,None,2,001,2021_Dec_30_1640,InfinityThesisTest5,2021.2.3,60.08098845320604,
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",0,1,1,1,15.51486446200579,None,e,0.9090294190100394,17.498382684003445,None,2,001,2021_Dec_30_1640,InfinityThesisTest5,2021.2.3,60.08098845320604,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",0,2,2,2,18.44886020399281,None,e,0.12562783200701233,20.43244750199665,None,2,001,2021_Dec_30_1640,InfinityThesisTest5,2021.2.3,60.08098845320604,
"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. ",0,3,3,3,20.598251639006776,None,e,0.24242896999930963,22.565763186998083,None,2,001,2021_Dec_30_1640,InfinityThesisTest5,2021.2.3,60.08098845320604,
"If the statement is true, press the “E” key on your keyboard with your left pointer finger; if the statement is false, press the “I” key on your keyboard with your right pointer finger. Press E to continue",0,4,4,4,22.84835431299871,None,e,0.11586792800517287,24.83234061600524,None,2,001,2021_Dec_30_1640,InfinityThesisTest5,2021.2.3,60.08098845320604,
