INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,17.6891,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,15.6362,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,14.0977,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.6048,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.2061,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,f,1,1.2187,space,3.0198,0,0,0,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,f,1,1.1789,space,3.6202,0,1,1,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,j,1,1.6303,space,2.9549,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,j,1,1.3024,space,0.6817,0,3,3,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,j,1,1.3686,space,0.6505,0,4,4,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,j,1,1.945,space,0.5892,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,f,1,1.4643,space,1.1135,0,6,6,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,f,0,1.8301,space,0.679,0,7,7,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,j,0,1.9838,space,0.5577,0,8,8,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,f,1,1.5865,space,0.404,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,space,1.0796,,,,,,,,space,3.7388,f,0,2.4982,,0,0,0,46,1,The number five cannot always be further divided,j,,
,,,,,,,,6540,2022-04-06_16h16.18.461,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.35731531,,,,space,0.4072,,,,,,,,,,f,1,1.0392,,0,1,1,97,1,Dolphins can swim in the ocean,f,,
