INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,10.8141,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.4498,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.224,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.3228,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.1894,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,0,2.0588,space,1.6934,0,0,0,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,1,1.7791,space,1.7595,0,1,1,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,0,2.5528,space,2.8286,0,2,2,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,1,1.819,space,0.5989,0,3,3,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,1,1.758,space,0.7113,0,4,4,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,0,1.5243,space,0.6847,0,5,5,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,j,1,1.5699,space,0.8762,0,6,6,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,1,2.2654,space,0.6095,0,7,7,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,0,2.5623,space,0.5163,0,8,8,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,f,1,2.0046,space,0.4162,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.5157,,,,,,,,space,1.5644,j,1,1.7251,,0,0,0,87,1,Dreams have a molecular structure,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.7557,,,,,,,,,,j,1,2.1827,,0,1,1,5,1,A minute can go on forever,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.5742,,,,,,,,,,f,1,2.6622,,0,2,2,74,1,Foam is composed of matter,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.5112,,,,,,,,,,j,1,2.3827,,0,3,3,85,1,Thoughts are composed of matter,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.3191,,,,,,,,,,f,1,2.1613,,0,4,4,106,1,Humans cannot breathe water,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.3409,,,,,,,,,,f,1,1.7907,,0,5,5,103,1,The United States is a country,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.8461,,,,,,,,,,j,1,1.9543,,0,6,6,108,1,This sentence is written in Spanish,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4088,,,,,,,,,,f,1,1.7325,,0,7,7,105,1,There are fifty states in the United States,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.6366,,,,,,,,,,j,1,1.6489,,0,8,8,113,1,Magenta is a shape,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.5998,,,,,,,,,,j,1,2.5369,,0,9,9,36,1,Numbers cannot go on forever,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.6018,,,,,,,,,,j,1,2.2247,,0,10,10,11,1,An inch is endless,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4546,,,,,,,,,,f,1,1.1917,,0,11,11,94,1,Orange is a color,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,1.5716,,,,,,,,,,j,0,1.3561,,0,12,12,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.3709,,,,,,,,,,f,1,2.003,,0,13,13,48,1,Crocodiles are alive,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.317,,,,,,,,,,f,1,2.2494,,0,14,14,2,1,A minute has an end,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4022,,,,,,,,,,f,1,2.0505,,0,15,15,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4466,,,,,,,,,,j,1,1.9442,,0,16,16,45,1,The number five can go on forever,j,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4036,,,,,,,,,,f,1,1.9866,,0,17,17,42,1,The number five has an end,f,,
,,,,,,,,1267,2022-04-06_19h07.05.023,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.0240096,,,,space,0.4642,,,,,,,,,,f,1,1.9263,,0,18,18,52,1,Frogs reproduce,f,,
