INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,5.3623,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.2911,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.3099,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.3389,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.7325,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,f,1,1.9502,space,2.4004,0,0,0,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,1,1.3649,space,2.1884,0,1,1,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,1,1.4473,space,1.1616,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,f,1,1.2055,space,1.1049,0,3,3,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,f,1,1.2424,space,2.382,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,0,1.525,space,1.5928,0,5,5,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,1,1.1456,space,1.2915,0,6,6,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,f,0,1.1822,space,1.079,0,7,7,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,0,1.4438,space,1.217,0,8,8,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,j,1,1.248,space,1.142,0,9,9,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,1.6371,,,,,,,,,f,0,2.7015,,0,0,0,11,1,An inch is endless,j,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,0.8407,,,,,,,,,j,1,1.3455,,0,1,1,9,1,An inch is infinite,j,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,1.0909,,,,,,,,,j,1,1.4707,,0,2,2,45,1,The number five can go on forever,j,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,2.2149,,,,,,,,,j,1,1.148,,0,3,3,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,0.6472,,,,,,,,,f,1,0.9296,,0,4,4,107,1,A pencil is used to write,f,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,1.0934,,,,,,,,,f,0,2.0098,,0,5,5,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,,3273,2022-04-06_19h16.14.643,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,14.95170599,,,,space,1.0725,,,,,,,,,j,0,1.6025,,0,6,6,12,1,An inch cannot go on forever,f,,,
