INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,13.5275,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,29.7547,0,1,1,1,1,"Each statement will appear on your screen for up to 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,19.3301,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.3473,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.725,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,2.378,space,1.0802,0,0,0,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,2.6933,space,4.8264,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,2.2663,space,0.7849,0,2,2,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,2.0637,space,1.5799,0,3,3,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,5377,2022-03-07_10h12.48.588,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.3131,space,0.5916,0,4,4,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
