INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,8.3295,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.3855,0,1,1,1,1,"Each statement will appear on your screen for up to 4 seconds and you will have those 4 seconds to decide if it is true or false before the next statement appears. There will be a beep to inform you that you have 2.5 seconds remaining. Please make sure the sound on your computer is turned on. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press SPACE to continue",6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,17.6604,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,4.0514,0,3,3,3,1,"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press SPACE to continue.",6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.1848,0,4,4,4,1,"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,0,1.8292,space,1.4584,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.6645,space,1.5032,0,1,1,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.8985,space,2.1024,0,2,2,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.2857,space,1.034,0,3,3,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.8818,space,1.1912,0,4,4,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.3568,space,1.0615,0,5,5,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.1304,space,0.7177,0,6,6,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.1358,space,0.7706,0,7,7,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,f,1,1.2015,space,0.8014,0,8,8,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,j,1,1.3666,space,0.9009,0,9,9,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,6982,2022-04-06_15h57.34.500,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.6884,,,,,,,,space,2.3674,j,1,1.8109,,0,0,0,112,1,Dinosaurs are not extinct,j,,
